1,"AP - The New Orleans Saints survived it all : Hurricane Ivan , the loss of Deuce McAllister , and the San Francisco 49ers ."
3,A special version of Macromedia s Contribute Web publishing desktop application is designed to automate and simplify the creation and modification of EBay Stores .
3,"Hewlett-Packard completes its $ 293 million bid for the company , in a move to better compete against IBM ."
1,"The Bears intend to sign Jeff George , a team source said Saturday .	George has not played since he was released by the Redskins in 2001 ."
3,"A Justice Department proposal to require more stringent record-keeping of porn stars ' identities draws fire from webmasters who run adult sites .	If enacted , they say , the regs may make it tough for them to stay in business .	By Xeni Jardin ."
3,"BURLINGAME , CALIF. -- BEA Systems is expanding the open source Beehive initiative but still has no plans to participate in the Eclipse open source tools organization , despite the embrace of Beehive by Eclipse ."
1,Bernard Hopkins is experiencing flashbacks before his undisputed middleweight title showdown with Oscar De La Hoya at the MGM Grand tomorrow night .
2,"Manufacturing activity rose in September for the 16th consecutive month , but at a more gradual pace than in August , an industry research group reported Friday ."
3,"Thousands of miles from the rain and wind of Hurricane Ivan , a model of the storm swirls in the memory and processors of a supercomputer that can predict its likely course and strength ."
1,"( Hartford-WTNH , Oct. 5 , 2004 12:01 PM ) _ A UConn basketball player is in the hospital in critical condition at this hour .	Freshman AJ Price was admitted to Hartford Hospital Monday ."
1,"Houston , TX ( Sports Network ) - Houston Astros center fielder Carlos Beltran is listed as day-to-day with a bone bruise on his right elbow ."
3,"Cell phones are becoming frequent targets for viruses , spam and other malicious attacks because most are not programmed with protective software.- The Washington Post"
0,AFP - US Secretary of State Colin Powell sought Japan 's input on resolving the North Korean nuclear impasse after rejecting Pyongyang 's demands to resume stalled talks on resolving the deadlock .
0,A suicide bomber steered a car full of explosives into the western gate of the protected compound that houses the interim government and embassies here on
2,"Business confidence in Germany , Europe s largest economy , fell to its lowest level in more than a year in November as the euro s climb to a record high against the dollar threatened exports and unemployment at a five-year high crimped consumer spending"
0,THE ISLANDS of Dominica and Guadeloupe were rocked by a massive earthquake killing at least one person and destroying numerous homes .
2,"NEW YORK ( CBS.MW ) - Wal-Mart Stores will experience the most negative impact from a plan for Standard amp ; Poor s to shift the composition of key index benchmarks over a phased , year-long transition , analysts said Wednesday ."
2,The ruling Uri Party on Monday proposed an income tax cut by one percentage point and additional government spending of 5.5 trillion won next year in a policy bid to stimulate the economy .
1,"Ricky Ponting is confident of his team winning the Mumbai Test and ending the series as it began -- on a victorious note .	Australia s skipper himself has a point to prove in India , where he scored 17 runs"
2,"Sendo , the British mobile phone manufacturer , and Microsoft today settled a lawsuit in which the US software giant was accused of quot ; plundering quot ; the smaller company s technology ."
1,BOSTON - The Red Sox ended their home season in typical fashion with another brilliant performance by Curt Schilling and another benches-clearing confrontation with the Yankees .
1,"DARLINGTON , SC -- Rain canceled qualifying at Darlington Raceway on Friday so starting lineups for this weekend s NASCAR NEXTEL Cup Series and NASCAR Busch Series races have been set by points ."
1,The head of Sri Lanka Cricket has expressed relief and gratitude that Muttiah Muralitharan will be able to use his full weaponry under new laws .
1,"AP - Spain 's Javier Pascual Rodriguez edged Colombia 's Ivan Parra at the finish Thursday to win the 18th stage of the Spanish Vuelta , his fourth win of the race ."
3,"Only 13 per cent of Europeans are interested in portable video players , according to a survey from Jupiter Research .	The market research group surveyed 5,000 consumers in the UK , France , Germany , Italy , Sweden"
2,"LONDON , September 16 ( New Ratings ) - British Airways ( BAI1.FSE ) has cancelled about 1,000 inbound and outbound flights from London s Heathrow Airport over the next three months ."
3,"Prototype 20.1-inch display is the world 's largest OLED , the South Korea-based manufacturer says ."
3,"By THERESA AGOVINO NEW YORK ( AP ) -- Privately insured , low-income workers with chronic medical conditions such as diabetes and asthma are being financially squeezed as employers shift the burden of higher health care costs to employees , a new study found .	The number of such individuals spending more than 5 percent of their income on out-of-pocket medical costs soared 48 percent to 2.2 million people from 2001 to 2003 , according to a study released Thursday by the Center for Health System Change ..."
2,"BRUSSELS ( Reuters ) - The head of United Airlines parent UAL Corp. said on Thursday the airline 's restructuring plan would lead to a significant number of job losses , but it was not yet clear how many ."
3,"Except for times when I use one online database that supports Microsoft s dismal excuse for a browser , I never have much use for the blue lower-case quot ; e quot ; on my desktop ."
0,"ISLAMABAD , Nov 11 : Prime Minister Shaukat Aziz on Thursday welcomed the statement by his Indian counterpart Manmohan Singh about troop reduction in the Indian-held Kashmir ."
3,"The number of robots helping out and entertaining in the home is set to soar sevenfold by 2007 , says the UN ."
2,"US stocks fell on Thursday , hit by a sharp drop in technology shares following a slew of sales warnings from semiconductor makers , and as oil prices rose nearly $ 1 a barrel ."
3,"LEESBURG , Va. A North Carolina man convicted of illegally sending ( m ) millions of pieces of junk e-mail to America Online subscribers was granted bond today while he awaits sentencing ."
3,"WHITE PLAINS , NY ( AP ) _ A city police officer was arrested at what he thought would be a sexual rendezvous with a teenage boy , six months after he was caught calling himself a quot ; boy hunter quot ; in an Internet chat profile , officials said ."
2,"Ford Motor Co. ( FN : Quote , Profile , Research ) said on Monday it would offer Sirius satellite radio in more vehicles , as Sirius fights to catch up with industry leader XM Satellite Radio Holdings Inc ."
2,"Michigan needs to grow its supply of nurses because the state s 143,604 licensed nurses are graying , and there s no untapped pool of nurses who can fill the gap as they retire , a survey released today concludes ."
1,"For the second week in a row , Pittsburgh tries to knock off an undefeated team .	With ex-Eagle Duce Staley , the Steelers should be able to run the ball against a Philadelphia defense that struggles stopping the run ."
3,"Express version of BladeCenter chassis accommodates up to 14 dual-processor servers but costs under $ 1,000 instead of about $ 2,800 ."
1,"Miami , FL ( Sports Network ) - The Florida Marlins released reliever Billy Koch on Tuesday , while catcher Ramon Castro opted for free agency ."
1,"AP - Brian Cook came off the bench to score a career-high 25 points , including five 3-pointers , and Kobe Bryant added 20 points despite being held without a field goal for three quarters to lead the Los Angeles Lakers past the Milwaukee Bucks 95-90 Tuesday night ."
3,Premier title from Microsoft Japan is coming to America ; Majesco will localize and publish the Xbox actioner in wake of Microsoft s decision to pass .
3,RealNetworks survived the dot-com collapse and an assault from Microsoft .	Now it 's trying to remake itself into a provider of paid Internet content .
2,"Airbus won an order to sell 40 planes to AirAsia , Southeast Asia s largest discount airline , beating out Boeing .	The Kuala Lumpur-based airline said in a statement to the Malaysian stock"
2,"Reuters - Youth-oriented retailer Abercrombie Fitch Co. on Tuesday posted an unexpected fall in quarterly profit , due largely to a lawsuit settlement charge and warned of a profit shortfall for the current quarter ."
3,AFP - Sprint and Nextel were reported to be in merger discussions for a blockbuster deal that would reduce the number of major players in the US wireless industry to four .
3,"Apple Computer , the maker of Macintosh computers and iPod digital music players , plans to start a music download service in Japan by March 2005 ."
3,"Description : NPR s Tavis Smiley talks with reporter Dawn Davenport about her latest article , quot ; Born in America , Adopted Abroad , quot ; featured in the October 27 edition of The Christian Science Monitor ."
3,"A Canadian man arrested in the U.S. was allegedly responsible for putting 68,000 hacked smart cards on the street ."
2,Sri Lanka 's 2005 budget measures include a massive increase in the fine for running a brothel .
1,A loss of power at Dolphins headquarters on Saturday wasn t the only impact Hurricane Frances has made on the franchise .	Of the nine players who didn t travel to New Orleans for Friday s 20-19
1,"JAPAN S Mizuki Noguchi foiled premature British celebrations to win the women s marathon today , beating world record-holder and scorching favourite Paula Radcliffe ."
1,"Two days into the free-agent signing season and the White Sox have come up losers .	Switch-hitting shortstop Omar Vizquel rejected a two-year offer from the White Sox and agreed to a three-year , $ 12 ."
3,"New York , September 27 : Printer and PC maker Hewlett-Packard Co will stop offering desktop workstations based on Intel Corp s Itanium microprocessor , The Wall Street Journal reported on its online edition ."
1,"Playing some of his best golf in the worst conditions , Els breezed through a wacky day of weather at the American Express Championship in Thomastown , Ireland by starting with four straight birdies and finishing with an 8-under-par 64 , giving him a two"
2,"ATLANTA - Coca-Cola Enterprises Inc. , the largest bottler of Coca-Cola products , lowered its full-year earnings outlook and put its third-quarter forecast below analysts expectations due to softer-than-expected volume trends ."
1,"GRAND JUNCTION , Colo. ( Sports Network ) - NBC Sports chairman Dick Ebersol and his son Charlie were released from the hospital Monday , a week after surviving a charter plane crash that killed three people , including Ebersol 's youngest son ."
3,"CANNES -- Kai-Uwe Ricke , the chief executive officer ( CEO ) of Deutsche Telekom AG , and Ben Verwaayen , his counterpart at BT Group PLC , have diverging views on convergence -- the idea that , some day , fixed and mobile telecommunications systems will come together into a seamless whole ."
0,"The Senate vote , 89 to 2 , ended a debate that began last summer with the release of the final report of the 9/11 panel ."
3,Grid computing already is close to being a $ 1 billion business for IBM .	Now the company is stepping up its efforts to make sure its independent software vendor partners are onboard the grid-computing bandwagon .
2,Fannie Mae should be rosy red with shame .	The spanking applied by federal regulators leads the quasi-government mortgage company to announce it will increase its capital reserves by 30 percent and reform accounting procedures .
2,"BHP Billiton , the world s biggest miner , approved a total of $ 1.5 billion to expand its copper and iron ore output amid increasing global metals demand led by China ."
3,"A recent monthly update to its Web site caused no end of trouble for online transaction company PayPal .	But after an outage that plagued the site , PayPal appears to be back online ."
1,"Top seed Amelie Mauresmo reached the semifinals of the Linz Open when she continued her run of success against Ai Sugiyama by beating the defending champion 6-2 , 6-4 Friday ."
3,"The increase reflected a continued boom in online advertising , as well as a windfall that Yahoo realized from selling part of its stake in rival Google Inc. -AP"
1,"Lleyton Hewitt beat Morocco s Mehdi Tahiri in straight sets to become Australia s most successful singles player in 104 years of Davis Cup tennis , passing the mark of 24 wins he shared with Adrian Quist ."
0,At least two Burmese dissidents are among thousands of prisoners being freed by the military government in a third mass release in less than a month .
3,ST. LOUIS It s a big day for a big check in St. Louis where Burt Rutan s Mojave Aerospace Ventures will get a 10 ( m ) million-dollar check as winners of the Ansari X Prize .
2,"EMILIO Botin , chairman of would-be Abbey National owner Santander , and Spain s highest-profile businessman , was yesterday ordered to stand trial on allegations that he helped clients evade taxes in the 1980s ."
3,"( Article Central ) The Mozilla Foundation is set to release a preview of FireFox 1.0 , the latest version of the open source Web browser ."
3,"In the latest change to its product line-up , Intel has cancelled plans to release a 4-gigahertz computer microprocessor , saying it would rely approaches besides faster clock speed to improve the performance of chips ."
2,The US Airways Group will look to the leaders of the pilots ' union to accept the airline 's demand for $ 295 million in pay and benefit cuts .
2,Sony has announced a slimmed-down PlayStation 2 in an attempt to boost sales of the console .
3,roundup Plus : Via brings PCI Express to AMD PCs ... Rice lab makes nano parts less toxic ... TV chip company gets $ 19 million .
3,"AP - For centuries , Japan 's kimono-makers have relied on stencils , paintbrushes and hours of labor to turn out their elaborate and graceful creations .	Kimono designer Yuko Iwakuma uses some more up-to-date tools : a computer and an ink-jet printer ."
1,"One by one , Bellevue High football assistants sprinted up the press-box corridor , shouting at the top of their lungs .	Defensive coordinator James Hasty , a former NFL cornerback , was the loudest , screaming , quot ; The streak is over ."
3,RESEARCH TRIANGLE PARK - IBM and Cisco Systems are broadening their security alliance to offer new automatic security applications for enterprise networks .
2,"President Bush announced Monday the nomination of Kellogg Co. Chairman and CEO Carlos Gutierrez to be secretary of Commerce , calling him quot ; an experienced manager and an innovative"
1,"Estoril , Sep 06 - Valentino Rossi won the Portuguese Grand Prix at Estoril for the fourth year in a row on Sunday , extending his MotoGP World Championship lead over Sete Gibernau ."
2,"( Hartford , Connecticut-Dow Jones/AP ) Aug. 20 , 2004 - Health-insurance giant Aetna says it s agreed to buy Strategic Resource Company of Columbia for $ 250 million ."
2,"The powerful chip rebound anticipated in stock prices last year materialized in the quarter reported Tuesday by Taiwan Semiconductor ( TSM : NYSE - news - research ) , which said earnings nearly doubled on a 27 surge in revenue ."
3,"Reuters - Russia 's military will test a ew-generation rocket booster this week that could eventually be used to launch civilian cargoes into space , Itar-Tass news agency said Monday ."
1,"It took nearly 11 hours and 26 innings for the Red Sox to shed the humiliation of falling behind 3-0 in a best-of-seven ALCS via an unholy 19-8 shellacking , but shed it they did ."
3,"Planets are built over a long period of massive collisions between rocky bodies as big as mountain ranges , astronomers announced today .	New observations from NASA 's Spitzer Space Telescope reveal surprisingly large dust clouds around several stars ."
2,Crude oil futures prices fell around the globe yesterday following a steep run-up on Friday that was prompted by persistent concerns about winter fuel supplies .
0,"The most powerful typhoon to barrel into Japan s Pacific coastline in a decade made its landfall on Saturday .	It unleashed gales and blinding sheets of rain that ground planes , flood homes and set off mudslides ."
2,"RS Investments , a $ 6.7 billion money manager based in San Francisco , said Wednesday it had settled US and state allegations of improper trading by agreeing to pay $ 30 million in fines and reduced management fees ."
3,"com October 1 , 2004 , 11:46 AM PT .	There s no doubt the Internet will continue to make its mark in the world of business and technology ."
2,After a three-month trial a US Federal Court judge has ruled that Oracle Corp. s hostile pursuit of bitter rival PeopleSoft Inc .
2,Royal Philips Electronics continued its withdrawal from non-core stakes on Friday by slashing its stake in Atos Origin by more than half .
2,"China Mobile ( Hong Kong ) , the world s largest cellphone operator ranked by customers , said Wednesday that profit rose 7.8 percent in the first half of this year after the company enrolled more new subscribers by offering less-expensive services .	Net ..."
2,"U.S. employers probably increased their hiring slightly in September , economists said in advance of jobs figures being released this morning ."
0,"FALLUJAH , Iraq -- The first time Jose Ramirez saw a human body ripped apart by a rocket , it took hours for him to regain his composure .	Nothing in his training as a Navy medical corpsman had prepared him for the sight of the dead Marine brought in September to the military field hospital outside Fallujah ."
1,"Last year : JL Lewis closed with a course-record 62 for a two-stroke victory over Frank Lickliter , Stuart Appleby and Tim Petrovic ."
3,LOS ANGELES - Defense contractor Northrop Grumman Corp. and aerospace giant Boeing Co. said Tuesday that theyll bid as a team to compete for NASAs planned manned and robotic space-exploration program .
1,"CBC SPORTS ONLINE - It ? s been 86 years since the Boston Red Sox last won the World Series , but they still have a long way to go to vanquish the so-called Curse of the Bambino ."
2,Microsoft Chairman Bill Gates must be bored of leading the pack on the Forbes list of richest Americans .	Gates continues to be the richest man in America for the 11 th consecutive year .
3,AP - Biologist Jane Goodall brought her trademark message to Singapore on Tuesday : human beings and chimpanzees are more alike than one would think .
2,"Kellogg Co. , the nation s largest cereal maker , appointed a board member with decades of branding experience to succeed chairman and chief executive Carlos Gutierrez , a dynamic leader who guided the maker of Pop-Tarts , Frosted Flakes and Cheeze-It"
0,"PADRE BURGOS , Philippines ( Reuters ) - Rescuers in the Philippines freed more than 100 train passengers trapped on Friday when a crowded economy carriage derailed and dragged other cars into a steep ravine , killing at least 10 people ."
3,"Mobile phone giants Vodafone and Nokia have teamed up to simplify software for cell phones written with the Java computer language that promises to bring cheaper , smarter handsets ."
1,"He planted the seeds for this most improbable ascension to national prominence nearly 20 years ago , shortly after becoming a member of the PGA of America .	Back then , Jim Remy was an assistant pro at Worcester Country Club , and while he was just one of the thousands of PGA of America members , hardly anyone could have envisioned him being their ..."
2,"The service , called BroadbandAccess , allows Verizon Wireless customers to download data to mobile devices at the same speed provided by a broadband connection at a work or home computer ."
2,"For months , Colgate executives have been hinting that a restructuring was imminent .	Still , the scope of the plan that has been unveiled is larger than many analysts had anticipated and is expected to cost $ 550- $ 650 million after taxes ."
0,"AMSTERDAM ( Reuters ) - Dutch police have made a fresh arrest in the investigation into the murder of a filmmaker who was critical of Islam , while two other suspects were released , the Amsterdam prosecutor said on Saturday ."
3,"Oracle CEO Larry Ellison , testifying in a Delaware court as part of Oracle 's efforts to get PeopleSoft to pull back anti-takeover measures , denied that his company is trying to kill off its smaller software rival ."
1,"Giants coach Tom Coughlin has benched two-time MVP quarterback Kurt Warner and replaced him with Manning .	The Giants pulled off a blockbuster trade with San Diego last April to get Manning , the first overall pick in the 2004 draft ."
1,"On a day when police inspected Turin s financial records , the IOC urged Italian organizers to sort out their problems soon or risk a crisis of confidence in the 2006 Winter Olympics ."
2,"Switching channels .	Jeff Shell is out and Rich Battista is in as chief executive at Gemstar-TV Guide International ( nasdaq : GMST - news - people ) .	According to the Los Angeles Times , Shell is resigning to"
3,"Strolling between classes at Stanford University in Palo Alto , Calif. , Blake Ross looks like any other bleary-eyed sophomore .	Few would guess that the laptop-carrying"
1,"LONDON , England -- England defender John Terry scored twice as Chelsea crushed Charlton Athletic 4-0 to go five points clear at the top of the English Premier League ."
1,Kenyon Martin said he felt unappreciated because the Nets never made him an offer when he came a free agent this summer .
1,"Leaving all his stars at home to rest for domestic league matches , Italy coach Marcello Lippi will field a squad comprising six rookies and several more inexperienced players in Wednesday s friendly against Finland ."
3,"Cisco Systems ( Quote , Chart ) will announce a new router family on Tuesday that includes products for small and medium businesses .	The Integrated Services Router line delivers converged voice and data applications"
1,"PAULA RADCLIFFE will make her first competitive appearance since failing to complete the marathon and 10,000 metres at the Athens Olympics at next month s New York marathon ."
3,"AP - NASA needs to supply astronauts with a `` reasonable , doable and practicable '' way to plug space shuttle holes in orbit before resuming launches , an advisory group said Thursday ."
3,IBM has filed a 100-page motion with a US district court in an attempt to have some of the claims made against it by The SCO Group dismissed .
2,"Reuters - The U.S. Army should withhold some future payments to Halliburton for work in Iraq due to billing disputes , a government auditor said on Wednesday , a move that could cost the contractor tens of millions of dollars ."
1,"Real Madrid striker Michael Owen is delighted by the scoring streak which has brought him three game-winning goals in as many matches , news reports said Wednesday ."
2,"Strong performances my mobile phone and carpet stores have prompted a surprise rise in retail sales figures , and revived fears that interest rates may yet be raised again this year ."
3,AP - A researcher who turned cataract surgery into a brief outpatient procedure and three scientists who illuminated how some hormones and vitamins act on the body 's cells have won prestigious medical awards .
2,"The president wants to tap prominent figures outside the administration to help sell rewrites of Social Security and the tax laws to Congress and the country , White House aides and advisers said over the weekend ."
2,"NEW YORK ( Reuters ) - Department store operator J.C. Penney Co. Inc. JCP.N on Tuesday posted a quarterly operating profit , reversing a year-earlier loss , on inventory controls and strong sales of jeans , home furnishings and career clothes ."
0,Google slashed the number of shares and concluded its unorthdox online auction by accepting a price well below its original target .
3,This fourth priority s main focus has been enterprise directories as organizations spawn projects around identity infrastructure .
1,"Andy Roddick and Marat Safin sprinkled a little stardust over the Paris Masters overnight , as the American and Russian crowd-pullers both raced into the third round ."
2,"Volkswagen confirms it is looking at the possibility of opening an Indian production facility , but insists it has yet to make a final decision ."
3,"( SEATTLE ) - A Raleigh-based company is named in a lawsuit filed by Microsoft on claims of counterfeit and illicit certificates of authenticity , the labels on software and computers that are supposed to show the products are legitimate ."
3,Sony and nVidia are to co-develop a graphics engine to power graphics cards and entertainment consoles .	The chip will be used in nVidia s GeForce cards which will power forthcoming consumer devices from Sony
3,"November 17 , 2004 - Seagate Technology today announced that it has shipped the world s largest PC hard drive to various retail outlets ."
1,ST. LOUIS -- Tampa Bay Buccaneers middle linebacker Shelton Quarles was a no-go in Monday night s game against the St. Louis Rams because of a strained quadriceps .
3,"A gaping hole in the ozone layer over Antarctica appears to have shrunk by about 20 percent from last year s record-breaking size , New Zealand scientists said on Friday ."
3,Search engine Google has plans to introduce a new service that lets users search complete texts of books and helps publishers sell them .
3,"China is leading the world in the number of subscribers to broadband through phone lines , says a report ."
3,"Launched in 1997 , the Cassini Huygens mission is a cooperative US $ 3.27 billion venture between NASA , the European Space Agency ( ESA ) and Italy s space agency ."
3,"AP - A disparate group made up of dozens of state attorneys general , labor unions , retailers , professional sports leagues and others urged the U.S. Supreme Court on Monday to hear a claim brought by the recording and film industries against two Internet file-sharing firms ."
0,Reuters - Anglican Church head Rowan Williams has warned church leaders that criticism of gay people could make them vulnerable to persecution or suicide .
0,POLICE last night released the names and mugshots of the bombers and terror masterminds believed responsible for the Australian Embassy attack in Jakarta .
3,"Olive ridley sea turtles are making a comeback , largely because of Mexican conservation efforts ."
2,"As D.C. Mayor Anthony A. Williams ( D ) announced the return of Major League Baseball to Washington last week , he praised Fannie Mae chairman and chief executive Franklin D. Raines and financier Frederic V. Malek for their efforts as part of a high-powered ownership group seeking to buy the team ."
3,"Nortel said that the Internet-protocol infrastructure at BT will reduce costs and boost efficiency by making it easier to operate agents across multiple sites , quot ; allowing dispersed teams to seamlessly work together as if in a single contact center location"
3,Capitalizing on the success of its iPod music players and laptops California-based Apple Computer is set to open six stainless steel and white mini-stores .
1,"Oscar De La Hoya is an underdog for the first time in his career and he doesn t seem quite sure what to make of it .	I know in my mind this is the one , said the Golden Boy ."
0,"A suicide car bomber linked to al-Qaida killed 13 people just outside Baghdads Green Zone today , the first anniversary of Saddam Husseins capture ."
3,"As the program name suggests , Computer Associates new Measured Workload Pricing bases licensing costs on how much the system is sued rather than on total potential hardware capability ."
3,Swatch has introduced the Paparazzi watch .	The Paparazzi is a watch capable of displaying information it receives wirelessly through FM radio transmissions .
0,"Two people were killed and 11 others wounded on Saturday when a hand grenade was lobbed into the VIP section of the audience at a concert led by Indian film star Sharukh Khan , police said ."
3,Reuters - ( Gene Emery is a columnist who covers science and technology .	His Internet address is GEmery ( at ) Cox.net .	Any opinions in the column are his alone . )
1,FIFA is looking at ways to help players prepare better for major international tournaments starting with the 2006 World Cup .	The Football Committee and Technical and Development
3,A host of companies led by Microsoft and Intel has revised and released a specification for making sure computer systems have a common way to communicate .
1,Rookie Jeremy Wariner proved a worthy successor to Michael Johnson when blazing to the Olympic 400 metres gold medal on Monday night in Athens .
2,"United Airlines plans to slash the number of its domestic flights and increase its more profitable international schedule , while at the same reducing the size of its fleet ."
1,"BOSTON -- Looking to share some of the magic that propelled the Boston Red Sox to their first World Series title in 86 years , US President George W. Bush enlisted a fan favourite to deliver his pitch while Democratic Sen ."
3,"Cassini came within 210,600 miles ( 339,000 kilometers ) of Titan on July 2 , days after it entered orbit around Saturn .	The spacecraft will fly by Titan at an altitude of 746 miles ( 1,200 kilometers ) on Tuesday"
3,Reuters - Internet bloggers have drawn blood and American journalism may never be the same .
1,"Randy Johnson got the support Monday night that has deserted him and Milwaukee s Ben Sheets throughout this season .	Johnson made the most of three runs in the first three innings , raising his record above"
2,"One of the best-known names in camera film , Agfa-Gevaert , is quitting the industry due to the booming popularity of digital cameras ."
3,AFP - British mobile telephone giant Vodafone reported a two percent fall in half-year underlying profits as the group added 7.4 million new customers .
1,AP - The Indianapolis Colts had an entire offseason to fix their mistakes against New England .	They still have n't gotten it right .
3,"The Federal Communications Commission on Thursday approved rules for transmitting broadband communications signals over electric power lines , clearing the way for the expansion of high-speed Internet access through home electrical outlets ."
