16976,112269
67497,103333
33131,55354
498,48871
28419,106894
57228,101877
14250,97124
3036,70915
58071,70266
93784,102744
26585,40164
12482,97973
15957,41776
31019,84645
12760,93176
56623,101797
37998,42329
65687,98494
42458,115388
64149,84785
42302,79442
42808,93239
64675,81090
67209,118966
7675,42352
90373,115981
2755,42192
38862,46215
49019,58742
71867,117797
65872,106537
5189,51593
34446,74941
29250,43652
45941,96054
52496,66086
4686,32032
5939,19741
2382,31843
74403,105611
5165,52542
44268,111676
52712,83457
30658,49249
69239,104795
46515,105239
10519,22314
50748,52872
56624,83296
11579,104595
84912,99107
33144,68349
71513,78896
4584,43323
36389,109824
40097,76597
20894,40618
44698,69339
1432,27139
1635,3442
34857,35823
7411,111737
67092,74179
75380,95858
31885,52742
104944,115052
12124,74803
32782,44076
55796,109212
9854,79216
49105,83639
25319,118495
68905,114393
85781,94371
84104,118551
44963,119774
32314,116401
39013,96662
1422,56391
57339,75548
33033,67543
16900,55797
95496,96354
31382,108897
13815,16643
88348,107253
62067,77063
6442,13684
14572,118981
70256,113781
2104,108229
8406,48417
90154,102914
81676,86229
20311,108855
55454,72674
44607,64897
7339,52212
8873,84913
4871,71396
57734,116101
7520,67815
8196,63415
14208,54012
30231,41872
69875,119874
37658,76006
91077,93089
92837,114886
48587,104967
97534,98449
10271,46799
113058,119433
25172,30987
32870,47595
5894,79564
63668,79198
39801,46239
77960,94918
43280,74564
5598,90983
82650,114610
99668,104044
73640,78946
19512,76986
84785,97991
64992,79475
10522,28408
1296,4100
26986,56194
8213,19567
30524,108644
47732,58322
14674,28130
32198,74310
39288,77522
24957,83119
50413,82545
40548,109504
18665,104851
71247,98204
46421,99368
45713,55469
18475,44376
68532,74045
32162,33211
30921,85416
8965,119048
25206,29461
74967,106467
71010,108511
12132,39088
77230,83770
28302,85777
40707,99541
24823,69202
44940,77714
31316,45576
53772,88711
20855,55468
67223,95901
492,52109
29001,72400
1964,48339
26008,51568
31189,97416
82065,100210
19467,107156
44588,100458
92807,99651
66470,117259
35520,60385
49723,88708
55264,114507
18954,32167
13765,31616
64509,83819
5400,71346
24609,50559
68247,95677
780,52712
99254,119804
98628,104739
12431,106391
63855,65915
34842,109609
62059,98884
16871,108334
55064,70673
47670,108701
37453,97566
13032,32486
90400,92469
5307,20820
24581,87555
60981,87707
2141,23916
18318,66233
47683,71178
11610,105044
98420,113335
19721,40692
110458,112827
53320,78413
19420,103493
1030,62820
89673,91740
61315,95076
68298,90886
94447,96201
729,21942
59736,119426
52372,98135
39973,81546
13076,63125
47377,49257
40548,112543
33114,119874
1717,115793
9237,14297
18790,21611
12315,78422
16150,36525
99255,101612
41538,66225
14006,75857
52997,98125
11363,82862
30246,114151
12078,41635
10116,49966
22899,102987
10273,13294
52559,68379
38692,42385
10390,95269
33909,62929
6803,18867
32687,94545
29595,63828
23760,23895
83507,89541
42812,85339
12350,46214
22720,38304
13264,38305
42307,44469
47568,75881
26325,66882
10401,26862
2618,67092
25369,108947
26028,66446
58583,107075
15109,105998
35495,35671
52484,87810
610,78352
35337,118923
3958,113056
53411,75495
56150,72063
73745,101613
34798,90257
6016,72388
22443,57547
83259,86598
74893,107567
41717,98396
19768,91385
10874,98540
6367,29067
25389,49391
28331,89305
63808,105188
48245,110822
27051,39337
56350,68512
3325,107571
60945,106444
3043,61906
27598,108080
63429,117202
2237,81450
52342,115961
32571,78905
23257,90874
27238,103141
25117,67196
7779,29125
16340,34406
24571,40458
34229,101684
13840,14731
52345,80727
46153,64626
91924,94824
32798,70347
2462,7359
12998,114041
29092,67522
58344,74758
42630,116925
60990,91448
5511,50564
89797,114175
2981,45593
22965,91597
46957,96396
13076,18328
33765,113574
61904,117366
55381,90680
17676,47534
31500,52820
1334,94858
575,7321
11386,13448
62861,74882
11082,27192
35180,85486
6630,93986
24470,24864
65287,86353
24463,118625
28127,46067
60806,104344
23195,107094
40350,89280
14099,94102
59667,105547
16028,96202
29181,39728
39085,98475
8743,9708
62993,71010
3052,110538
38947,116141
54955,116083
7308,15220
98481,107303
58673,107565
43019,75392
51599,69057
22556,55305
31298,48914
56565,113470
48339,68177
76527,108043
15410,118644
18947,118165
64182,81157
35104,44577
21880,52468
43669,44810
11299,101959
98639,118646
15785,36854
4086,109788
46261,50489
21191,57324
57981,60316
64890,99133
15255,69558
69978,78813
43186,62987
7951,95893
59835,119649
52482,119931
14002,90431
57731,96549
32523,72806
83640,110511
32019,116437
17311,68695
68242,69490
58618,113619
17729,39871
14906,109479
24506,115441
92469,107429
12025,37819
38381,116183
69369,78855
50565,109852
65365,97533
13664,37942
32890,92332
57046,69818
36153,62144
40943,78667
75912,117127
32134,68021
10174,60830
2277,8347
78276,99490
41007,87551
1696,64679
66156,95050
4279,85780
32680,36001
2736,70206
64930,102618
11910,103551
26864,112890
13128,117600
29205,66774
40548,65816
47028,112072
46416,53604
54191,113614
27172,107398
47369,47603
33533,102001
76281,109862
35162,112655
56319,61793
16760,47029
83534,105611
43253,83492
12276,80558
75588,84345
88152,100068
65682,115604
24304,91510
51420,117884
20810,90759
6158,66791
22715,117342
20583,34705
18889,76711
34765,63881
32938,75751
17709,72877
6284,30598
31123,37553
99798,100765
71656,78113
49616,65966
14529,100765
4600,113379
62930,84400
41140,41875
55905,111319
38777,40316
3525,104825
11374,12970
60618,83020
14018,32176
31940,86192
14210,62866
52681,78068
918,26986
1217,8145
25517,97747
38983,111382
2010,26856
85339,106264
23146,74643
57735,109965
52110,64049
77201,83257
8747,27153
74601,119541
71232,114041
28230,40486
97087,112344
27233,110554
48771,75491
55388,90594
35495,114714
47786,111715
22534,109357
37970,59736
31761,117136
42894,68411
24812,88673
79346,105573
62066,118922
31818,74060
12634,92362
12813,108219
109360,116509
4791,83446
43295,110991
33196,88553
93651,112776
39857,90422
14666,108178
5057,45175
35602,44532
4540,37475
8052,31665
18011,29530
23789,33765
25119,110599
7161,66843
29067,69435
41370,99213
71122,73388
4086,99032
45572,67350
33474,58323
30546,43223
722,3519
45814,62520
74688,100027
5262,101427
14432,44706
55275,80482
22409,92256
59615,97737
5918,39886
37378,45091
11541,112573
90318,94604
61392,97745
111039,112743
38563,56469
70521,113417
6713,34105
10829,77047
61169,96826
94462,111930
64856,72844
52849,101697
22812,110498
25644,39210
47701,65024
29274,62752
52140,91718
3662,45490
76482,78138
7027,94588
37925,112959
20064,44279
3760,32483
105961,110382
27471,54949
32610,64530
60072,77705
82785,107220
51362,108584
39809,100774
19090,71421
32069,81083
51782,95444
56363,115256
18491,88273
29336,96795
41846,83416
70647,90164
65256,90031
9050,22829
34260,113468
102652,116996
16024,55883
15336,116536
28464,36875
15200,86522
24275,106299
81963,119243
3503,117670
56799,113679
39302,80060
4389,6332
2274,119802
26626,91014
7925,80655
24861,55647
73104,90022
48612,83721
449,12478
32169,56160
113272,117167
15216,89970
47053,66725
71932,108826
14884,89086
18844,40146
71712,107819
56798,70100
14555,116583
11603,29994
19503,116040
1212,29377
25372,112954
52360,98108
4266,107111
1067,39741
32910,108692
60995,92426
83382,91786
84983,108471
68296,99434
33686,56018
14480,114037
19870,32739
51635,119903
73799,103600
26232,85083
76508,99804
88465,102208
38145,62001
51267,118468
79693,99289
767,87881
46828,70142
94210,95828
6019,107030
32783,106082
1707,92489
91628,117386
51384,101008
84192,94902
14051,18369
6001,78864
32478,109387
17163,85124
11344,77483
37119,76441
74035,85151
77809,107821
36987,108816
32997,69670
30180,81297
24704,103430
67032,74422
62680,68828
33234,111570
22342,80238
17377,76861
54131,105231
13563,81711
53976,73203
24960,103547
90936,97237
24941,107330
12847,36694
27865,44677
5859,68359
9883,53679
47231,67004
23486,90057
7238,81030
32441,88853
64558,106201
29420,113392
18907,109439
27495,44828
55109,118276
51195,99877
12262,109401
24379,113853
40683,95507
56449,67390
55755,58151
69997,103864
3775,96351
48358,88559
12780,56739
6430,33804
60548,88172
13525,77238
26716,60521
24992,105828
52903,55833
32533,83323
34702,65333
29151,115036
31547,104117
75796,97151
9794,77731
39104,86221
15261,37355
57930,58558
67541,84599
633,6038
10325,31633
27264,62724
14966,68566
79663,100717
7800,9825
28744,72263
45773,63282
60517,98391
21712,89316
13630,42434
35054,63282
2486,105740
39411,98147
74940,79166
22659,98310
38513,99411
16796,103802
39370,47435
2249,6310
2055,16020
7169,74148
29146,47902
39644,118684
5363,88767
48061,80480
23420,86150
69550,105908
31421,103018
68587,104644
31646,49602
75556,119771
46087,60155
19341,57409
19760,30724
89033,94412
7179,57927
13598,38116
35812,53575
47423,119045
47290,93526
43618,110212
39863,109890
65743,95171
39390,41158
55221,78298
24537,83253
52601,61386
46710,83402
20244,112346
90069,98572
3256,92996
96012,104635
15072,36906
84683,116448
44615,106292
21204,36168
83754,90978
21392,62739
56238,83883
2293,118852
24971,114781
50680,92434
55565,106723
15823,113681
31507,51115
2242,68248
6475,90558
23581,67242
476,75175
1960,54596
34451,52140
35755,119593
20777,55071
11126,116138
83382,99610
4728,12237
6466,32000
15836,57409
35422,119674
40820,111329
48100,99817
67485,74234
7176,116714
27588,76746
83452,101661
30360,47079
59253,84280
10053,44808
1600,106053
11146,61200
18594,39246
19720,118577
81298,112909
16072,66878
18232,87329
41515,71057
86741,99217
79048,97280
2329,22887
17344,79456
38988,119430
37365,103663
59938,73555
7701,34664
23236,34421
5762,35267
7681,80395
70955,84578
16236,79276
33863,94193
108046,115368
5603,56481
24251,84742
56594,60433
90910,109731
57910,102187
42628,118318
12737,24098
101715,101862
15180,70736
82150,86830
19496,98083
11816,68850
100852,101723
20393,77256
47776,113883
34450,63046
39104,110021
8810,60800
40160,97801
56639,111174
1947,8988
98093,119471
79866,87055
25510,76106
62037,76302
65357,113915
34538,74558
13873,29841
52990,78313
88811,99265
92667,113309
3125,16080
12905,97673
21463,22575
14142,36471
45980,99327
17769,40739
4494,60130
6444,38047
48882,66912
28223,31322
24270,35453
31431,90293
42753,87367
21757,31742
8627,57882
20102,76867
31649,39616
58726,81486
50002,65241
40177,69837
31658,71949
66411,116522
12721,39706
5682,80147
86304,119538
39644,69576
55944,102764
12674,91582
20378,28726
55328,84966
40347,69698
84828,86422
72559,79149
73189,105910
73042,114057
65381,118238
15238,109692
5821,84909
47152,109803
13257,17337
89248,100303
41911,118609
8266,117720
89890,119761
17602,87876
67079,77463
85293,110847
52024,69112
6250,24730
1753,47772
6339,35145
99435,100443
14778,103189
25046,25657
81271,97686
14512,97285
1318,92707
78102,93481
20289,24081
17841,44623
44544,45746
4896,38881
49261,63036
41716,81299
59603,71853
10446,108651
109793,113845
10283,21392
28273,77187
38491,83285
2991,20528
14140,90381
89537,103603
10204,98299
59916,113441
68716,114214
1760,19085
22950,99287
4267,114534
13709,63011
32463,35227
55495,87844
6154,24755
20459,38952
86244,91051
11743,36643
45418,56476
54067,62439
20343,57007
13923,118916
5688,43570
18861,70859
12683,24704
25979,28646
15296,54951
459,30940
7655,36521
18167,51318
80809,101452
6356,16087
38270,47773
6430,43681
13223,51376
22949,62150
18093,58606
81996,116110
15530,20331
4955,99906
64304,101223
42100,77680
25305,97027
96340,107942
35078,47414
68723,75179
7917,28709
24314,79944
18371,87137
52407,102633
32293,89679
4506,96865
5938,103851
29807,57359
78013,104635
4906,114304
1049,76880
3090,47296
9737,53764
62001,115631
36281,74090
22032,43380
59503,83265
20049,56737
49296,64305
55174,103438
66594,105344
11421,69724
10046,50198
13149,99264
20891,49768
39592,59916
49687,68868
53175,91868
56039,118261
83841,104935
62206,102017
10120,52166
31544,117880
1599,16835
81433,93824
5914,93982
65176,115138
2900,71355
43448,116136
13646,79387
47260,59431
13383,22506
54582,113942
18251,45895
34943,54916
12228,117719
35226,42707
14849,60090
34075,69999
15985,32079
86527,100788
24519,101857
88512,103238
35753,48456
18718,18890
50481,101630
94137,112862
26720,87297
35763,51421
8795,79197
24558,79515
31462,98243
5666,104255
74852,92581
31317,69914
43414,111838
23255,60943
32382,99036
12798,21127
106531,110519
15846,84094
67078,101552
43909,62034
51777,55956
80366,97792
39305,64249
59147,81989
14651,31388
10705,61696
55576,61686
51707,59970
30278,90249
19004,27847
39994,76010
14915,40754
28418,53219
75514,109413
100341,110456
76697,114733
35227,37782
28350,118721
22885,57382
5552,18825
3022,75257
81065,91542
3429,78657
40348,70698
83135,87260
30013,109522
13285,16757
33269,47883
30675,73322
6982,8511
56208,77713
22955,94084
1307,46029
37519,57453
2353,39939
25993,112216
6162,77703
65062,98881
6553,92573
42157,76538
14742,28720
64544,114874
68042,68502
51296,108675
21647,72627
73356,81299
34653,61079
39944,91580
28532,64872
20526,81758
460,83347
62118,97818
82506,83380
18316,31103
52760,86536
23382,107920
14361,113538
88530,100715
18859,75321
77256,90548
4318,92385
44751,81488
91662,106939
5565,89970
5471,53876
12043,101540
24670,40186
18020,43976
77393,95091
13000,59503
38721,91131
41798,53575
36420,78408
93235,113385
23277,95967
39107,104726
23376,111157
64274,79324
27681,28753
87330,89963
80562,109995
69373,81477
73218,96658
47322,107802
10311,97342
40640,68217
54971,75504
6177,57951
25984,117349
9769,69759
4062,72617
27245,67808
1913,24335
50758,103780
38952,76291
102484,103786
30605,99219
38283,90947
39287,57506
66081,83196
8068,91513
20089,26362
5713,21221
28533,63314
49235,109502
118683,119196
32190,65402
55955,85323
51708,99678
61981,94086
1308,77847
76655,115142
23474,108708
87843,107882
100208,108909
74605,99323
85998,93433
9928,105095
15646,102016
49413,84481
30561,115449
29877,78722
25750,118595
3786,113191
102620,105481
44205,113741
51360,53342
36567,84599
38803,67043
39548,89435
19633,74468
13396,104265
40037,119829
58020,103864
27305,68756
20539,24905
51112,89689
30881,103349
80043,118346
22187,57551
29831,69373
55286,110798
47748,118043
11406,91824
35726,104129
8266,49004
16985,27375
64986,91020
78375,81767
43164,62328
59160,91947
66940,116444
58294,90036
55959,99036
10817,89923
102670,116006
19870,65219
36066,68300
92800,93820
49762,115129
89584,106503
18341,81311
13408,54087
75158,110022
86833,93354
47645,91480
77252,81784
64420,88576
76890,84059
24754,92972
69511,102070
59969,113492
18706,101835
61389,105538
40063,89962
31346,118739
55823,107148
10002,90067
9028,86059
33049,83815
41932,47897
10306,21823
80379,90724
60591,94354
9533,99264
3753,29288
24275,59053
35250,71253
21999,69311
8513,13695
47499,117444
113383,118608
8071,25307
97306,119158
82050,98484
592,54174
6633,62297
41408,107430
29755,70017
60131,115033
45370,103696
52720,97885
8736,89134
69791,92090
8277,48701
60608,87177
66883,78890
6649,40258
3917,57689
35763,105991
19478,80790
2420,44717
17015,119710
70773,116370
13240,28027
24154,45426
7544,73240
19502,111154
27161,87717
16823,91803
25015,119940
92651,119427
81608,105606
32557,47944
45639,113888
6239,19243
24620,112874
85480,113742
4401,63122
96052,109530
5916,7710
7079,47713
37181,112842
9191,21784
66714,117996
102010,104315
24391,76227
69580,96305
58881,77108
19389,72173
6302,41474
20850,103624
85481,113907
18110,53462
95463,108297
8016,56884
67881,91762
35032,103186
25354,31514
27507,36884
11817,64914
12584,65259
6861,101505
24618,61981
13159,97392
6093,57622
747,8983
453,38860
51357,85036
16922,68085
33851,104457
39339,76863
43300,65156
90385,116865
80129,80219
39575,117454
60287,84810
13568,66850
47852,54430
65392,68392
12783,109320
69970,114168
40238,59633
49186,88638
12478,109527
107975,117435
29324,65379
107949,119739
81340,103197
13900,70017
26159,45848
109409,110855
40003,56035
11436,26978
3511,90529
83347,111850
64928,92882
51530,61837
24022,67001
74598,100287
68119,83541
39579,87976
18657,80097
93013,114078
14778,93821
38965,89900
27102,79293
26444,69241
24961,38485
20431,79944
23692,107432
19005,20160
22281,42013
42257,103474
53382,88463
5742,37151
73913,83324
24081,57037
69147,103193
58120,114266
47423,50206
74896,108205
18944,40771
66816,83349
39430,101198
44266,102458
13715,79903
44382,64432
94594,99950
104434,113437
102147,117528
53764,67007
12024,87803
23174,78533
47718,101735
37994,107427
26232,106857
103186,110492
103015,111201
74599,77187
18297,106583
481,90439
90600,117750
94288,108721
55983,59976
15072,110707
37799,116628
50988,108010
43325,73451
66926,68086
78248,102936
18008,32070
2231,21189
12848,47142
81162,94147
47434,76066
22808,119852
109030,111474
42154,101086
22348,44008
13646,25109
77393,86178
22954,114834
9168,78823
35954,64482
69465,69584
102840,109919
86608,118633
104208,112848
21415,115425
61000,70914
47947,70227
2880,114949
1676,112912
34194,70647
19596,91582
24797,61513
64435,115295
34536,40394
91580,93904
76311,101413
4367,109733
6616,85896
17066,55162
6417,88637
8142,13354
27917,82913
2258,112870
15302,96824
8210,63016
86175,92467
83854,102903
36630,70529
51007,81587
34427,104530
18517,46010
118997,119170
8142,12122
73789,76881
84795,88541
62528,92788
97917,104328
17768,46309
26247,70269
25977,66807
22433,62090
68239,86939
47062,75207
5826,58416
25109,66106
814,56641
76880,108134
20091,100510
50585,59502
45234,67069
58428,105717
12352,35227
110923,111925
12901,110465
8810,64906
35419,46054
55789,79028
30142,68278
14071,70945
6890,75671
13601,99411
31438,83737
24662,38967
13662,41797
101177,116887
6193,96894
4447,6633
54957,106830
22827,63088
55971,70015
10267,68330
66769,108952
15241,24646
16019,18655
10539,38485
16612,62296
60357,70392
5986,52106
13420,86471
65062,94027
46816,88716
24813,70060
29337,97672
18090,23505
38028,91439
64343,111852
46179,52384
69619,109009
20374,89780
25235,26424
28551,97974
85962,115576
37925,71853
4570,69632
22408,119484
62545,70425
13830,34969
78051,104722
79188,97328
41852,54299
48676,116979
71369,74755
61617,71244
44031,64162
9737,45371
57924,86488
19448,105881
111313,117055
34650,35989
80897,97329
13058,66584
84644,98566
23174,89727
10815,81639
4623,71245
25664,97498
77793,93398
7773,76416
46294,58108
69432,93118
25003,80448
76151,100057
54189,107881
16480,45425
71149,110794
9079,101562
69264,87701
67091,93050
62542,99181
71876,108743
44768,75405
4270,110838
83044,100411
101177,106053
30143,83935
60099,112041
1517,14083
109792,118363
46017,113317
31043,83447
22976,89809
19439,90033
30327,77239
47624,102207
70140,95555
94953,102644
78298,113139
37996,57822
59056,108725
47687,99020
40415,71171
32729,45872
20279,61543
29114,89249
48542,90381
37579,97885
33542,72274
58571,102990
101758,102860
16360,118316
90132,111175
76121,90831
93076,109540
56867,94209
1308,85326
38941,78154
40159,47324
14918,42984
79705,101633
695,16333
5023,48764
26681,112123
5478,76137
1482,27515
50949,66748
26546,84613
60722,118612
28701,80001
74305,107059
32386,110859
6146,112977
59701,88171
9136,50186
26991,74490
33017,94893
69591,71897
40962,79244
68265,81998
7566,13864
7067,11109
9284,78566
42581,68336
39233,50260
45909,105304
5478,59687
60746,66472
11751,42724
22057,79091
35796,118954
68691,87247
14076,89400
30494,66652
81680,100032
81191,115609
90159,92183
42516,69268
55903,90822
91982,100859
20504,35328
10162,26607
76703,108384
39771,47180
2198,33776
87472,93093
20778,27759
31640,105098
17410,58403
24804,57372
59520,68772
61225,62875
28341,99672
45054,75253
69655,71094
38911,101731
71341,92262
37024,49250
19956,116073
28664,72023
7034,91688
88586,91227
12505,53212
109048,112789
60231,76463
76450,113485
54935,67333
14835,20506
14681,50830
16464,25519
89342,103761
39257,105649
73725,93861
36345,89935
29737,91353
5045,86864
22489,36514
32618,75438
17216,62051
72228,110893
4422,100327
28638,84700
17576,73004
51746,105964
827,2199
31207,42517
28104,56403
50341,63184
63901,108289
54507,55851
7747,9810
3197,85785
2925,71101
18424,58206
59994,75809
93318,98272
44817,50298
4831,111804
11463,117416
48208,74242
91992,119785
43461,56420
46105,62651
69546,94251
52572,53440
63375,118928
61441,74863
25866,58624
95082,103857
51017,86555
28085,51723
28718,45421
14855,111007
37960,76964
30957,64268
13746,115181
7562,108300
74844,86649
63868,98233
38949,57962
73297,78004
81193,105669
38494,72023
11034,50022
7904,95255
10106,54324
84641,107904
12267,71393
36291,76136
57369,113793
9086,119105
75675,101476
73159,118703
36873,86888
48,61756
83230,118130
8488,98723
96403,100531
32742,49823
42900,59828
2909,57903
40471,118898
86871,117966
33734,87602
62183,119417
34493,89640
42167,111085
45044,79009
90287,116658
102004,107759
12254,84997
34245,74239
99628,107724
7273,86295
67021,82513
7062,109962
35839,106236
91258,111062
99807,115610
49211,54765
43378,46488
51395,75535
29177,54403
38115,75189
86263,103810
10474,62154
61100,111283
62709,82526
22250,83869
24460,81386
76448,108702
6270,109239
28446,95543
21194,74111
1220,9176
71030,80456
4162,26139
72250,105549
59168,88027
10440,80376
11277,67429
29161,72837
24930,72194
54561,114240
58252,106061
35240,82591
7310,63733
106733,118203
30826,54491
94155,101349
52632,81329
74007,108512
44033,104951
8440,116861
13260,51819
8128,80641
66349,115056
1025,100091
56446,81815
21588,110328
69050,110265
4757,109714
44456,83282
18470,85278
55798,64812
79532,109462
71393,100495
32917,63979
39259,60351
7768,40983
69493,89905
74627,111770
33982,70801
53032,106559
33467,81670
94832,111509
23112,101806
87408,108047
33076,64522
1823,2061
43396,109134
31157,57172
35676,99660
30543,115284
10079,49869
40424,118590
7507,63547
53784,59984
108522,113677
6790,73268
85854,91287
34414,62631
44579,56932
3448,55986
27412,31291
32513,34604
46627,66503
42047,73251
43388,74038
28296,60322
28485,41879
102865,110065
28949,29539
21908,91053
29174,67280
110946,116566
106240,118802
87467,90847
43072,43120
75853,100056
84998,114296
9181,42597
66833,78997
85771,101348
1467,51528
86464,97266
33636,90736
41345,96400
13218,71722
22519,66261
14160,81093
34438,107385
45163,49648
74883,95252
61612,87372
67867,80019
8218,94525
17190,48377
32822,96268
6654,17849
8299,10316
64395,72257
96264,105249
63511,109472
53396,80651
27671,79393
50537,55794
28603,38123
44811,115946
83927,98564
13578,67037
15844,82658
53016,118128
76901,93925
23588,57285
34632,46314
46878,58919
86194,87660
56217,63195
82948,96411
62047,101100
31465,61257
23222,64153
31597,79910
92181,114900
32469,109208
66183,98419
6677,98332
3927,28379
63845,69778
84700,106684
23751,106981
13519,74668
8716,117906
18824,98078
23022,37330
52184,100847
70985,119306
14732,117203
35440,43183
22676,103670
79217,119828
51948,112491
43710,55318
33687,94773
2494,30882
15751,83693
61436,95187
49551,90925
99260,110909
69509,72965
19470,115336
7019,27672
37312,51818
23110,51454
61137,79589
73704,100830
58334,110110
37742,64601
26828,112921
77327,80170
30381,114193
25013,89079
112409,114399
59234,75316
34802,71505
84579,93253
43517,52936
